A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U
9439014779,https://smartstore.naver.com/magussa5/products/9439014779,https://www.mytheresa.com/de/en/women/emilio-pucci-x-fusalp-printed-leather-ankle-boots-multicoloured-p00768010,nan,nan,nan,nan,nan,2024/03/03/16:10:49,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,푸치  x 퓨살프 프린트 가죽 앵클 부츠,450.0
9439027438,https://smartstore.naver.com/magussa5/products/9439027438,https://www.mytheresa.com/de/en/women/sorel-torino-park-suede-ankle-boots-brown-p00723226,nan,nan,nan,nan,nan,2024/03/03/16:12:23,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,소렐 토리노 파크 스웨이드 발목 부츠,147.0
9439042565,https://smartstore.naver.com/magussa5/products/9439042565,https://www.mytheresa.com/de/en/women/moon-boot-shearling-mules-beige-p00732825,nan,nan,nan,nan,nan,2024/03/03/16:13:57,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,문 부팅 노새 깎기,164.0
9439064038,https://smartstore.naver.com/magussa5/products/9439064038,https://www.mytheresa.com/de/en/women/isabel-marant-nowles-ankle-boots-beige-p00260344,nan,nan,nan,nan,nan,2024/03/03/16:15:31,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,이사벨 마란 트 발목 부츠,550.0
9441315236,https://smartstore.naver.com/magussa5/products/9441315236,https://www.mytheresa.com/de/en/women/gucci-suede-flats-brown-p00855757,nan,nan,nan,nan,2024/03/03/16:16:58,2024/03/03/16:16:58,품절 상태로 변경 완료,nan,nan,nan,nan,nan,nan,nan,nan,nan,구찌 스웨이드 플랫,795.0
9441329909,https://smartstore.naver.com/magussa5/products/9441329909,https://www.mytheresa.com/de/en/women/saint-laurent-suite-silk-satin-mules-blue-p00858722,nan,nan,nan,nan,nan,2024/03/03/16:18:33,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,생로랑  스위트 실크 새틴 뮬,745.0
9441339909,https://smartstore.naver.com/magussa5/products/9441339909,https://www.mytheresa.com/de/en/women/gianvito-rossi-mary-ribbon-velvet-ballet-flats-green-p00868730,nan,nan,nan,nan,nan,2024/03/03/16:20:07,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,지안비토 로시  메리 리본 벨벳 발레리나 플랫,750.0
9441352395,https://smartstore.naver.com/magussa5/products/9441352395,https://www.mytheresa.com/de/en/women/miu-miu-patent-leather-slingback-pumps-beige-p00828862,nan,nan,nan,nan,nan,2024/03/03/16:21:41,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,미우미우  페이턴트 가죽 슬링백 펌프스,980.0
9441366767,https://smartstore.naver.com/magussa5/products/9441366767,https://www.mytheresa.com/de/en/women/gianvito-rossi-crystal-mary-ribbon-45-suede-pumps-black-p00868731,nan,nan,nan,nan,nan,2024/03/03/16:23:15,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,지안비토 로시  크리스탈 메리 리본 45 스웨이드 펌프스,990.0
9441377059,https://smartstore.naver.com/magussa5/products/9441377059,https://www.mytheresa.com/de/en/women/gianvito-rossi-holly-dorsay-velvet-platform-pumps-pink-p00868734,nan,nan,nan,nan,nan,2024/03/03/16:24:49,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,지안비토 로시  Holly D'Orsay 벨벳 플랫폼 펌프스,890.0
9441389482,https://smartstore.naver.com/magussa5/products/9441389482,https://www.mytheresa.com/de/en/women/magda-butrym-floral-applique-slingback-sandals-red-p00879201,nan,nan,nan,nan,nan,2024/03/03/16:26:23,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,마그 다 BUTRYM 꽃 아플리케 새틴 슬링 백 샌들,1020.0
9441406722,https://smartstore.naver.com/magussa5/products/9441406722,https://www.mytheresa.com/de/en/women/gianvito-rossi-vitello-glove-leather-ankle-boots-black-p00878238,nan,nan,nan,nan,nan,2024/03/03/16:27:57,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,지안비토 로시  비텔로 글러브 가죽 앵클 부츠,1290.0
9441583311,https://smartstore.naver.com/magussa5/products/9441583311,https://www.mytheresa.com/de/en/women/valentino-garavani-rockstud-100-leather-pumps-black-p00833636,nan,nan,nan,nan,2024/03/03/16:29:24,2024/03/03/16:29:24,품절 상태로 변경 완료,nan,nan,nan,nan,nan,nan,nan,nan,nan,발렌티노 가라바니  락스터드 100 가죽 펌프스,686.0
9441604037,https://smartstore.naver.com/magussa5/products/9441604037,https://www.mytheresa.com/de/en/women/valentino-garavani-vlogo-signature-80-slingback-leather-pumps-black-p00833630,nan,nan,nan,nan,nan,2024/03/03/16:30:58,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,발렌티노 가라바니  VLogo Signature 80 장식 슬링백 펌프스,1650.0
9441619616,https://smartstore.naver.com/magussa5/products/9441619616,https://www.mytheresa.com/de/en/women/brunello-cucinelli-embellished-suede-lace-up-boots-brown-p00835228,nan,nan,nan,nan,nan,2024/03/03/16:32:32,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,브루넬로 쿠시 넬리 장식 스웨이드 레이스 업 부츠,720.0
9441669919,https://smartstore.naver.com/magussa5/products/9441669919,https://www.mytheresa.com/de/en/women/loewe-petal-brush-heel-leather-sandals-neutrals-p00864233,nan,nan,nan,nan,nan,2024/03/03/16:34:06,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,로에베  페탈 브러쉬 힐 가죽 샌들,1400.0
9441689044,https://smartstore.naver.com/magussa5/products/9441689044,https://www.mytheresa.com/de/en/women/valentino-garavani-rockstud-leather-combat-boots-black-p00833661,nan,nan,nan,nan,nan,2024/03/03/16:35:40,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,발렌티노 가라바니  락스터드 가죽 컴배트 부츠,1250.0
9441708697,https://smartstore.naver.com/magussa5/products/9441708697,https://www.mytheresa.com/de/en/women/area-x-sergio-rossi-marquise-embellished-pumps-white-p00835730,nan,nan,nan,nan,nan,2024/03/03/16:37:14,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,x Sergio Rossi Marquise 장식 펌프,660.0
9441722056,https://smartstore.naver.com/magussa5/products/9441722056,https://www.mytheresa.com/de/en/women/tods-leather-derby-shoes-black-p00834016,nan,nan,nan,nan,nan,2024/03/03/16:38:48,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,토드 가죽 더비 신발,665.0
9441738028,https://smartstore.naver.com/magussa5/products/9441738028,https://www.mytheresa.com/de/en/women/khaite-clio-shearling-mules-pink-p00824744,nan,nan,nan,nan,nan,2024/03/03/16:40:23,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,카이테  클리오 시어링 뮬,672.0
9441764662,https://smartstore.naver.com/magussa5/products/9441764662,https://www.mytheresa.com/de/en/women/isabel-marant-padded-leather-ankle-boots-black-p00835690,nan,nan,nan,nan,nan,2024/03/03/16:41:57,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,이자벨 마랑  패딩 가죽 앵클 부츠,385.0
9441774597,https://smartstore.naver.com/magussa5/products/9441774597,https://www.mytheresa.com/de/en/women/manolo-blahnik-maysale-giraffe-print-ballet-flats-brown-p00823732,nan,nan,nan,nan,nan,2024/03/03/16:43:31,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,마놀로 블라닉  메이세일 기린 프린트 발레 플랫,647.0
9441794216,https://smartstore.naver.com/magussa5/products/9441794216,https://www.mytheresa.com/de/en/women/the-row-tech-leather-loafers-white-p00804974,nan,nan,nan,nan,nan,2024/03/03/16:45:05,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,행  테크 가죽 로퍼,1240.0
9441811652,https://smartstore.naver.com/magussa5/products/9441811652,https://www.mytheresa.com/de/en/women/saint-laurent-spontini-110-satin-slingback-pumps-black-p00829376,nan,nan,nan,nan,nan,2024/03/03/16:46:39,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,생로랑  스폰티니 110 새틴 슬링백 펌프스,995.0
9441832730,https://smartstore.naver.com/magussa5/products/9441832730,https://www.mytheresa.com/de/en/women/chloe-marcie-leather-and-shearling-slippers-black-p00834930,nan,nan,nan,nan,nan,2024/03/03/16:48:13,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,클로에  Marcie 가죽 & 시어링 슬리퍼,623.0
9441859889,https://smartstore.naver.com/magussa5/products/9441859889,https://www.mytheresa.com/de/en/women/chloe-nama-shearling-lined-sneakers-multicoloured-p00868650,nan,nan,nan,nan,2024/03/03/16:49:40,2024/03/03/16:49:40,품절 상태로 변경 완료,nan,nan,nan,nan,nan,nan,nan,nan,nan,클로에 나마 전단 라인 스니커즈,770.0
9441886278,https://smartstore.naver.com/magussa5/products/9441886278,https://www.mytheresa.com/de/en/women/valentino-garavani-rockstud-untitled-leather-platform-sneakers-white-p00833548,nan,nan,nan,nan,nan,2024/03/03/16:51:15,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,발렌티노 가라바니  락스터드 언타이틀드 가죽 플랫폼 스니커즈,750.0
9441909643,https://smartstore.naver.com/magussa5/products/9441909643,https://www.mytheresa.com/de/en/women/chloe-x-teva-sandals-multicoloured-p00809721,nan,nan,nan,nan,nan,2024/03/03/16:52:49,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,클로에 x 테바 샌들,329.0
9441933797,https://smartstore.naver.com/magussa5/products/9441933797,https://www.mytheresa.com/de/en/women/loewe-flow-runner-sneakers-brown-p00864238,nan,nan,nan,nan,nan,2024/03/03/16:54:23,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,로에베  플로우 러너 스니커즈,650.0
9441984157,https://smartstore.naver.com/magussa5/products/9441984157,https://www.mytheresa.com/de/en/women/gucci-screener-gg-leather-trimmed-canvas-sneakers-white-p00810543,nan,nan,nan,nan,nan,2024/03/03/16:55:57,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,구찌  스크리너 GG 가죽 트리밍 캔버스 스니커즈,840.0
9442085734,https://smartstore.naver.com/magussa5/products/9442085734,https://www.mytheresa.com/de/en/women/balenciaga-bulldozer-leather-ankle-boots-black-p00858398,nan,nan,nan,nan,nan,2024/03/03/16:57:31,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,발렌시아가  불도저 가죽 앵클 부츠,1590.0
9442221314,https://smartstore.naver.com/magussa5/products/9442221314,https://www.mytheresa.com/de/en/women/prada-logo-leather-ankle-boots-black-p00819516,nan,nan,nan,nan,nan,2024/03/03/16:59:05,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,프라다  로고 가죽 앵클 부츠,1100.0
9442548776,https://smartstore.naver.com/magussa5/products/9442548776,https://www.mytheresa.com/de/en/women/valentino-garavani-one-stud-xl-leather-platform-sneakers-white-p00833546,nan,nan,nan,nan,nan,2024/03/03/17:00:39,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,발렌티노 가라 바니 하나의 Stud XL 가죽 플랫폼 스니커즈,890.0
9444051679,https://smartstore.naver.com/magussa5/products/9444051679,https://www.mytheresa.com/de/en/women/moncler-trailgrip-apres-down-filled-sneakers-black-p00869616,nan,nan,nan,nan,nan,2024/03/03/17:02:13,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,몽클레르  트레일그립 애프터 다운 스니커즈,490.0
9444097723,https://smartstore.naver.com/magussa5/products/9444097723,https://www.mytheresa.com/de/en/women/valentino-garavani-toile-iconographe-ankle-boots-multicoloured-p00815466,nan,nan,nan,nan,nan,2024/03/03/17:03:47,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,발렌티노 가라바니  Toile Iconographe 앵클 부츠,1300.0
9444118503,https://smartstore.naver.com/magussa5/products/9444118503,https://www.mytheresa.com/de/en/women/gucci-logo-leather-ankle-boots-black-p00810474,nan,nan,nan,nan,nan,2024/03/03/17:05:22,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,구찌  로고 가죽 앵클 부츠,1190.0
9444125808,https://smartstore.naver.com/magussa5/products/9444125808,https://www.mytheresa.com/de/en/women/kenzo-buckle-detail-leather-clogs-black-p00814586,nan,nan,nan,nan,nan,2024/03/03/17:06:56,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,겐조  버클 디테일 가죽 클로그,195.0
9444136694,https://smartstore.naver.com/magussa5/products/9444136694,https://www.mytheresa.com/de/en/women/gucci-gg-embellished-mesh-mules-black-p00810426,nan,nan,nan,nan,nan,2024/03/03/17:08:31,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,구찌  GG 장식 메시 뮬,795.0
9444148374,https://smartstore.naver.com/magussa5/products/9444148374,https://www.mytheresa.com/de/en/women/loewe-crystal-embellished-sandal-black-p00820789,nan,nan,nan,nan,nan,2024/03/03/17:10:05,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,로에베  크리스탈 장식 샌들,1100.0
9444178235,https://smartstore.naver.com/magussa5/products/9444178235,https://www.mytheresa.com/de/en/women/tom-ford-chain-105-mirrored-leather-sandals-silver-p00824917,nan,nan,nan,nan,nan,2024/03/03/17:11:39,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,톰 포드  105 체인 디테일 미러 가죽 샌들,954.0
9444195617,https://smartstore.naver.com/magussa5/products/9444195617,https://www.mytheresa.com/de/en/women/tom-ford-denim-pumps-blue-p00824910,nan,nan,nan,nan,nan,2024/03/03/17:13:12,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,톰 포드  데님 펌프스,690.0
9444214038,https://smartstore.naver.com/magussa5/products/9444214038,https://www.mytheresa.com/de/en/women/versace-medusa-patent-leather-pumps-black-p00835176,nan,nan,nan,nan,nan,2024/03/03/17:14:46,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,베르사체  메두사 페이턴트 가죽 펌프스,525.0
9444229592,https://smartstore.naver.com/magussa5/products/9444229592,https://www.mytheresa.com/de/en/women/dries-van-noten-faux-fur-pumps-purple-p00836819,nan,nan,nan,nan,nan,2024/03/03/17:16:20,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,드리스 반 노텐  인조 모피 펌프스,417.0
9444246500,https://smartstore.naver.com/magussa5/products/9444246500,https://www.mytheresa.com/de/en/women/moncler-peka-trek-shearling-trimmed-suede-hiking-boots-multicoloured-p00840489,nan,nan,nan,nan,nan,2024/03/03/17:17:54,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,몽클레르  페카 트렉 시어링 트리밍 스웨이드 하이킹 부츠,660.0
9444273379,https://smartstore.naver.com/magussa5/products/9444273379,https://www.mytheresa.com/de/en/women/gucci-gg-printed-platform-sneakers-beige-p00810434,nan,nan,nan,nan,nan,2024/03/03/17:19:28,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,구찌  GG 프린트 플랫폼 스니커즈,650.0
9444299889,https://smartstore.naver.com/magussa5/products/9444299889,https://www.mytheresa.com/de/en/women/burberry-step-post-shearling-trimmed-sandals-black-p00858477,nan,nan,nan,nan,nan,2024/03/03/17:21:02,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,버버리 스텝 포스트 전단 트림 샌들,990.0
9444319158,https://smartstore.naver.com/magussa5/products/9444319158,https://www.mytheresa.com/de/en/women/versace-medusa-pvc-and-leather-sandals-black-p00835182,nan,nan,nan,nan,nan,2024/03/03/17:22:36,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,베르사체  메두사 PVC & 가죽 샌들,483.0
9444335735,https://smartstore.naver.com/magussa5/products/9444335735,https://www.mytheresa.com/de/en/women/valentino-garavani-vlogo-leather-ankle-boots-black-p00814808,nan,nan,nan,nan,nan,2024/03/03/17:24:11,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,발렌티노 가라바니  V로고 가죽 앵클 부츠,1450.0
9444354023,https://smartstore.naver.com/magussa5/products/9444354023,https://www.mytheresa.com/de/en/women/versace-croc-effect-patent-leather-knee-high-boots-black-p00835185,nan,nan,nan,nan,nan,2024/03/03/17:25:45,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,베르사체 악어 효과 특허 가죽 무릎 높이 부츠,1253.0
9444385956,https://smartstore.naver.com/magussa5/products/9444385956,https://www.mytheresa.com/de/en/women/burberry-raymond-rain-boots-black-p00858503,nan,nan,nan,nan,nan,2024/03/03/17:27:19,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,버버리  레이몬드 장화,690.0
9444554304,https://smartstore.naver.com/magussa5/products/9444554304,https://www.mytheresa.com/de/en/women/saint-laurent-sl-80-leather-and-suede-sneakers-white-p00829374,nan,nan,nan,nan,nan,2024/03/03/17:28:53,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,생로랑  SL/80 가죽 & 스웨이드 스니커즈,775.0
9444736234,https://smartstore.naver.com/magussa5/products/9444736234,https://www.mytheresa.com/de/en/women/gucci-square-g-fur-trimmed-snow-boots-beige-p00855749,nan,nan,nan,nan,nan,2024/03/03/17:30:27,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,구찌 스퀘어 G 모피 트리밍 스노우 부츠,1600.0
9444770180,https://smartstore.naver.com/magussa5/products/9444770180,https://www.mytheresa.com/de/en/women/chloe-woody-denim-slides-blue-p00809715,nan,nan,nan,nan,2024/03/03/17:31:55,2024/03/03/17:31:55,품절 상태로 변경 완료,nan,nan,nan,nan,nan,nan,nan,nan,nan,클로에  우디 데님 슬라이드,315.0
9444790800,https://smartstore.naver.com/magussa5/products/9444790800,https://www.mytheresa.com/de/en/women/moncler-insolux-leather-snow-boots-green-p00869610,nan,nan,nan,nan,nan,2024/03/03/17:33:29,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,몽클레르  Insolux 스웨이드 스노우 부츠,620.0
9444799123,https://smartstore.naver.com/magussa5/products/9444799123,https://www.mytheresa.com/de/en/women/versace-medusa-leather-lace-up-boots-black-p00835179,nan,nan,nan,nan,nan,2024/03/03/17:35:03,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,베르사체  Vagabond 가죽 레이스업 부츠,665.0
9444814044,https://smartstore.naver.com/magussa5/products/9444814044,https://www.mytheresa.com/de/en/women/bottega-veneta-rocket-metallic-leather-mules-metallic-p00861368,nan,nan,nan,nan,nan,2024/03/03/17:36:55,스토어에 상품이 없습니다.,nan,nan,nan,nan,nan,nan,nan,nan,nan,보테가 베네타 로켓 메탈릭 가죽 노새,1450.0
9445062021,https://smartstore.naver.com/magussa5/products/9445062021,https://www.mytheresa.com/de/en/women/moncler-insolux-faux-fur-and-suede-snow-boots-grey-p00869611,nan,nan,nan,nan,nan,2024/03/03/17:38:29,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,몽클레르  Insolux 인조 퍼 & 스웨이드 스노우 부츠,620.0
9445070197,https://smartstore.naver.com/magussa5/products/9445070197,https://www.mytheresa.com/de/en/women/burberry-lf-rachel-ankle-boots-black-p00858507,nan,nan,nan,nan,nan,2024/03/03/17:40:02,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,버버리  LF 레이첼 앵클부츠,650.0
9445082588,https://smartstore.naver.com/magussa5/products/9445082588,https://www.mytheresa.com/de/en/women/versace-medusa-caged-satin-pumps-black-p00835181,nan,nan,nan,nan,nan,2024/03/03/17:41:37,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,베르사체  메두사 케이지 새틴 펌프스,1043.0
9445095520,https://smartstore.naver.com/magussa5/products/9445095520,https://www.mytheresa.com/de/en/women/balmain-alma-leather-ankle-boots-black-p00835204,nan,nan,nan,nan,nan,2024/03/03/17:43:11,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,발망  알마 가죽 앵클 부츠,833.0
9445108838,https://smartstore.naver.com/magussa5/products/9445108838,https://www.mytheresa.com/de/en/women/moncler-peka-trek-leather-hiking-boots-black-p00869609,nan,nan,nan,nan,nan,2024/03/03/17:44:44,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,몽클레르  페카 트렉 가죽 하이킹 부츠,680.0
9445123098,https://smartstore.naver.com/magussa5/products/9445123098,https://www.mytheresa.com/de/en/women/valentino-garavani-toile-iconographe-ankle-boots-brown-p00815465,nan,nan,nan,nan,nan,2024/03/03/17:46:18,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,발렌티노 가라바니  Toile Iconographe 컴뱃 부츠,1300.0
9445189398,https://smartstore.naver.com/magussa5/products/9445189398,https://www.mytheresa.com/de/en/women/balmain-romy-leather-lace-up-boots-black-p00835201,nan,nan,nan,nan,nan,2024/03/03/17:47:52,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,발망  로미 가죽 레이스업 부츠,833.0
9445200501,https://smartstore.naver.com/magussa5/products/9445200501,https://www.mytheresa.com/de/en/women/bottega-veneta-fireman-intreccio-rubber-ankle-boots-black-p00863156,nan,nan,nan,nan,nan,2024/03/03/17:49:27,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,보테가 베네타 소방관 발목 부츠,690.0
9445230559,https://smartstore.naver.com/magussa5/products/9445230559,https://www.mytheresa.com/de/en/women/burberry-ekd-shearling-lined-suede-mules-yellow-p00858495,nan,nan,nan,nan,nan,2024/03/03/17:51:01,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,버버리 EKD 전단 라이닝 스웨이드 노새,1190.0
9445245845,https://smartstore.naver.com/magussa5/products/9445245845,https://www.mytheresa.com/de/en/women/marni-aras-23-leather-platform-chelsea-boots-black-p00813469,nan,nan,nan,nan,nan,2024/03/03/17:52:35,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,마르니 Aras 23 가죽 플랫폼 첼시 부츠,626.0
9445270507,https://smartstore.naver.com/magussa5/products/9445270507,https://www.mytheresa.com/de/en/women/saint-laurent-la-16-animal-free-fur-and-suede-mules-grey-p00829018,nan,nan,nan,nan,nan,2024/03/03/17:54:09,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,생로랑  La 16 애니멀 프리 퍼 & 스웨이드 뮬,895.0
9445427692,https://smartstore.naver.com/magussa5/products/9445427692,https://www.mytheresa.com/de/en/women/alaia-ziggy-vienne-leather-ankle-boots-black-p00809303,nan,nan,nan,nan,nan,2024/03/03/17:55:44,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ALA?A  Ziggy Vienne 가죽 앵클 부츠,1490.0
9445545906,https://smartstore.naver.com/magussa5/products/9445545906,https://www.mytheresa.com/de/en/women/brunello-cucinelli-leather-combat-boots-black-p00828231,nan,nan,nan,nan,nan,2024/03/03/17:57:19,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,브루넬로 쿠치넬리  가죽 전투화,1110.0
9445559156,https://smartstore.naver.com/magussa5/products/9445559156,https://www.mytheresa.com/de/en/women/burberry-step-rose-velvet-thong-sandals-purple-p00858480,nan,nan,nan,nan,nan,2024/03/03/17:58:53,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,버버리  스텝 로즈 벨벳 끈 샌들,920.0
9445574899,https://smartstore.naver.com/magussa5/products/9445574899,https://www.mytheresa.com/de/en/women/dolce-gabbana-portofino-leather-sneakers-white-p00828702,nan,nan,nan,nan,nan,2024/03/03/18:00:27,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,돌체 & 가바나 포르토 피노 가죽 스니커즈,495.0
9445619944,https://smartstore.naver.com/magussa5/products/9445619944,https://www.mytheresa.com/de/en/women/givenchy-spectre-leather-sneakers-multicoloured-p00861402,nan,nan,nan,nan,nan,2024/03/03/18:02:02,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,지방시  스펙터 가죽 스니커즈,695.0
9445636099,https://smartstore.naver.com/magussa5/products/9445636099,https://www.mytheresa.com/de/en/women/brunello-cucinelli-shearling-trimmed-suede-combat-boots-beige-p00828270,nan,nan,nan,nan,nan,2024/03/03/18:03:36,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,브루넬로 쿠치넬리  시어링 트리밍 스웨이드 컴배트 부츠,1110.0
9445650799,https://smartstore.naver.com/magussa5/products/9445650799,https://www.mytheresa.com/de/en/women/chloe-mallo-patchwork-leather-knee-high-boots-multicoloured-p00834906,nan,nan,nan,nan,nan,2024/03/03/18:05:10,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,클로에  말로 자수 가죽 니하이 부츠,1253.0
9445689547,https://smartstore.naver.com/magussa5/products/9445689547,https://www.mytheresa.com/de/en/women/gucci-interlocking-g-leather-loafer-pumps-black-p00810422,nan,nan,nan,nan,nan,2024/03/03/18:06:45,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,구찌 G 가죽 로퍼 펌프,895.0
9445704423,https://smartstore.naver.com/magussa5/products/9445704423,https://www.mytheresa.com/de/en/women/dolce-gabbana-lollo-90-logo-patent-leather-pumps-brown-p00824967,nan,nan,nan,nan,nan,2024/03/03/18:08:19,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,돌체 & 가바나 Lollo 90 로고 특허 가죽 펌프,850.0
9445733752,https://smartstore.naver.com/magussa5/products/9445733752,https://www.mytheresa.com/de/en/women/valentino-garavani-vl7n-leather-low-top-sneakers-white-p00815063,nan,nan,nan,nan,nan,2024/03/03/18:09:53,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,발렌티노 가라바니  VL7N 가죽 로우탑 스니커즈,790.0
9445753767,https://smartstore.naver.com/magussa5/products/9445753767,https://www.mytheresa.com/de/en/women/dries-van-noten-floral-mules-beige-p00836821,nan,nan,nan,nan,nan,2024/03/03/18:11:28,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,드리스 반 노텐  플로럴 뮬,381.0
